surveyid,village,survey_date,femaleres,age,married,children,hhsize,edu,asset_livestock,asset_durable,asset_phone,asset_savings,asset_land_owned_total,asset_niceroof,cons_ed,cons_social,cons_other,ent_wagelabor,ent_ownfarm,ent_business,ent_nonagbusiness,ent_employees,ent_nonag_revenue,ent_nonag_flowcost,ent_farmrevenue,ent_farmexpenses,ent_animalstockrev,labor_primary,wage_expenditures,durable_investment,nondurable_investment,given_mpesa,amount_given_mpesa,received_mpesa,amount_received_mpesa,net_mpesa,saved_mpesa,amount_saved_mpesa,early_survey,depressed,day_of_week
331,50,10-Oct-61,1,33.0,1,2,5,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3
1360,164,08-Nov-61,1,35.0,1,3,5,10,53.010906000000006,165.75908,0.0,0.0,0.0,0,0.40038425,0.66730708,3.3632275999999997,0,0,1,1,0,102.49837,66.19686899999999,6.406148,0.2224357,0.0,0,0,229.98074,66.819687,0,0.0,0,0.0,0.0,0,0.0,0,0,4
604,56,07-Nov-61,1,34.0,1,3,5,14,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3
422,71,12-Dec-61,1,31.0,1,4,6,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3
1264,181,03-Nov-61,1,22.0,1,5,7,9,620.3019400000001,285.55405,0.0,0.0,4.0,0,1.601537,4.0705733,24.343363,0,0,0,1,0,0.0,16.015369,8.8084536,11.177394,53.384567000000004,0,0,971.1987300000001,34.719986,0,0.0,0,0.0,0.0,0,0.0,0,0,6
525,108,15-Nov-61,1,23.0,1,2,4,9,4.1303144,79.276085,0.0,0.0,0.0,0,0.93422991,1.4680754999999999,2.4503517,1,0,0,0,0,0.0,0.0,2.9895357999999996,0.23578182,0.26692283,1,0,89.01178,3.5723173999999998,0,0.0,0,0.0,0.0,0,0.0,0,0,4
420,52,26-Oct-61,1,17.0,1,1,2,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,24.023054000000002,0,0.0,-24.023054000000002,0,0.0,0,0,5
12,2,03-Nov-61,1,56.0,1,3,6,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,6
1131,188,27-Oct-61,1,22.0,1,2,4,9,26.505453000000003,118.51373999999998,0.0,0.0,0.0,0,2.4023056,2.0553057,18.625875,1,0,0,0,0,0.0,0.0,6.6730709,0.88974273,19.218445000000003,1,0,149.82381,6.815429700000001,0,0.0,0,0.0,0.0,1,0.0,0,0,6
879,111,23-Nov-61,1,41.0,0,5,8,14,74.345665,511.69107,32.030739000000004,48.046108000000004,1.75,0,19.071635999999998,1.5481524,46.172309999999996,0,1,0,0,0,0.0,0.0,21.353827,2.71505,0.0,0,0,818.25964,73.836639,0,0.0,0,0.0,0.0,1,6.406148,0,0,5
961,54,15-Jul-60,1,28.0,0,3,4,13,0.0,630.20483,176.16907,0.0,0.0,0,2.162075,1.4680754999999999,24.055086,0,0,1,1,2,2221.3318,2067.5842,0.0,0.0,0.0,0,0,758.32776,2069.7463,0,0.0,0,0.0,0.0,0,0.0,1,0,6
39,3,18-Nov-61,1,45.0,1,1,4,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,0
1057,151,30-Oct-61,1,26.0,1,3,5,11,37.172832,121.71681000000001,28.827665000000003,0.0,0.0,0,1.8697945,9.8361063,20.147335,0,0,0,0,0,0.0,0.0,10.276529,0.97871703,0.20019212,0,0,160.49118,2.8485115000000003,0,0.0,0,0.0,0.0,1,0.0,0,0,2
544,21,16-May-60,1,26.0,1,3,5,9,12.390944000000001,615.95111,48.046108000000004,0.0,2.0,0,0.66730708,1.0676913000000001,8.1678391,0,0,1,1,0,0.0,0.0,4.0038424,0.33365354,0.066730708,0,0,652.36511,1.0009606,0,0.0,0,0.0,0.0,0,0.0,1,0,2
732,100,21-Nov-61,1,29.0,1,1,3,3,0.0,63.260712,0.0,0.0,1.5,0,0.0,2.5357667999999998,25.944899,0,1,0,0,0,0.0,0.0,8.6749926,0.71179426,0.0,0,0,70.467628,0.71179426,0,0.0,0,0.0,0.0,0,0.0,0,0,3
816,35,05-Sep-61,1,41.0,1,4,6,8,167.29336999999998,117.55282,32.030739000000004,80.076851,0.5,0,0.0,0.0,5.7655330000000005,0,1,0,1,0,48.046108000000004,0.0,3.203074,0.26692283,7.0734549,0,0,284.84619,87.71084599999999,0,0.0,0,0.0,0.0,0,0.0,0,0,3
383,70,05-Nov-61,1,58.0,0,1,4,9,16.521257000000002,184.17676,0.0,0.0,1.5,0,7.6073008,1.8684598000000001,15.374754999999999,1,0,0,0,0,0.0,0.0,0.0,0.46711496,0.66730708,1,0,207.10416,9.6759529,0,0.0,0,0.0,0.0,0,0.0,0,1,1
144,10,06-Dec-61,1,22.0,1,5,7,11,238.55212000000003,171.36446,33.632278,6.406148,1.5,0,0.0,0.69399935,33.952583000000004,0,1,0,0,0,0.0,0.0,11.878066,4.6933932,0.0,0,0,450.59564000000006,11.099541,0,0.0,0,0.0,0.0,0,32.030739000000004,0,0,4
40,2,11-Sep-61,1,22.0,1,1,3,7,0.0,51.249184,9.6092224,0.0,0.25,0,0.0,1.8684598000000001,7.463162400000001,1,0,0,0,0,0.0,0.0,1.0676913000000001,0.35589709999999997,0.0,1,0,54.452259,0.35589709999999997,0,0.0,0,0.0,0.0,0,0.0,0,0,2
923,52,20-Oct-61,1,58.0,0,0,2,1,143.87781999999999,99.615601,0.0,16.015369,2.0,0,0.26692283,0.0,4.8046112,0,0,1,1,0,76.873779,24.023054000000002,5.3384566,0.4448714,6.539609400000001,0,0,262.71185,40.750217,0,0.0,0,0.0,0.0,0,0.0,0,0,6
1054,164,01-Nov-61,1,29.0,1,3,5,8,539.06201,1342.8888,48.046108000000004,0.0,1.5,0,2.2688441000000004,42.2005,119.23443,0,1,0,1,0,0.0,0.0,161.35486,24.523535,3.203074,0,0,3017.4404,41.206210999999996,0,0.0,0,0.0,0.0,0,0.0,0,0,4
202,29,29-Oct-61,1,23.0,1,3,5,10,171.42671,118.51373999999998,19.218445000000003,0.0,0.0,0,1.7083061000000002,8.0076847,23.862902,0,0,1,1,0,240.23055,2.5624592,2.1353827,0.77852494,0.8408068999999999,0,0,291.54199,5.049290200000001,0,0.0,0,0.0,0.0,0,0.0,0,0,1
139,23,24-Oct-61,1,24.0,1,0,3,5,1751.4398,215.40672,0.0,0.0,3.0,0,0.0,1.8684598000000001,9.7693758,0,0,0,0,0,0.0,0.0,4.6711493,0.78964669,3.6701891000000004,0,0,2084.5596,0.78964669,0,0.0,0,0.0,0.0,1,0.0,0,1,3
755,72,29-Nov-61,0,35.0,1,7,9,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,32.030739000000004,0,0,4
192,24,06-Nov-61,1,49.0,0,1,2,11,0.0,342.72891,24.023054000000002,0.0,5.0,0,2.6692283,4.0038424,52.530415000000005,0,0,1,1,0,249.83977000000002,166.55983999999998,5.605379599999999,4.1150599,1.227845,0,0,446.82883,173.34415,0,0.0,0,0.0,0.0,0,0.0,0,0,2
288,48,24-Oct-61,1,40.0,0,1,3,8,45.433456,257.84744,19.218445000000003,0.0,0.0,0,6.9399939,5.0715337,36.995506,0,1,0,1,0,179.37215,533.31183,4.377534900000001,0.89864028,0.66730708,0,0,309.68703999999997,541.15045,0,0.0,0,0.0,0.0,0,0.0,0,0,3
680,143,30-Sep-60,1,21.0,1,1,3,9,8.2606287,108.10373999999999,32.030739000000004,0.0,0.0,0,1.0676913000000001,4.0038424,23.942978,1,0,0,0,0,0.0,0.0,3.6034582000000004,0.3002882,0.0,1,0,121.96976000000001,1.3679795,0,0.0,0,0.0,0.0,0,0.0,1,0,6
458,5,31-Aug-61,1,41.0,1,6,8,7,8.2606287,68.545784,0.0,11.531066000000001,0.5,0,8.0076847,7.2069163,16.816139,1,0,0,0,0,0.0,0.0,1.0676913000000001,0.088974275,0.0,1,0,87.056252,19.627724,0,0.0,0,0.0,0.0,0,0.0,0,0,5
142,10,26-Dec-61,0,21.0,0,1,3,10,0.0,490.87109000000004,24.023054000000002,0.0,0.0,0,0.0,3.3365355,53.811642000000006,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,586.9633200000001,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3
1168,105,04-Oct-61,1,32.0,1,2,4,9,476.06387,337.12354,40.038425,22.421518,2.5,0,2.2688441000000004,3.0696127,62.139637,1,0,0,1,0,153.74756000000002,134.10201999999998,14.947679,4.582175299999999,56.587639,1,0,963.73187,171.38225,0,0.0,0,0.0,0.0,0,0.0,0,0,4
25,4,25-Sep-61,1,28.0,1,2,4,10,132.52727,206.91858,0.0,0.0,0.0,0,2.4023056,7.0734549,36.034584,1,0,0,0,0,0.0,0.0,3.3365355,7.6317692,0.0,1,0,403.82764,13.237148000000001,0,0.0,0,0.0,0.0,0,0.0,0,0,2
958,16,21-Jun-60,1,34.0,1,3,5,10,518.4104,397.18118,32.030739000000004,0.0,1.0,0,0.80076849,3.3365355,43.561806,0,1,0,0,0,0.0,0.0,42.707653,2.4467928,9.7426834,0,0,1075.7452,6.4506354,0,0.0,0,0.0,0.0,0,0.0,1,0,3
366,33,15-Sep-60,1,51.0,1,7,11,9,107.38818,377.96274,80.076851,48.046108000000004,3.3,0,4.2040348,16.642637,83.440079,0,1,0,1,0,6.406148,7.313685400000001,4.874011,6.492898,6.0057635000000005,0,0,567.0293,66.056725,0,0.0,0,0.0,0.0,0,0.0,1,0,5
1303,198,12-Dec-61,1,22.0,1,4,6,7,63.678284,337.92432,72.069168,4.8046112,0.5,0,6.6730709,3.6835351000000003,99.823799,0,0,0,1,0,8.0076847,32.030739000000004,10.009606,5.3718219000000005,7.4738393,0,0,456.85562000000004,55.286392000000006,0,0.0,0,0.0,0.0,0,0.0,0,0,3
312,61,09-Nov-61,1,32.799999,1,6,8,6,404.12497,120.11527,24.023054000000002,64.06147800000001,3.0,0,6.406148,2.3355745999999997,14.253679,0,0,0,0,0,0.0,0.0,0.0,0.80076849,1.0676913000000001,0,0,543.45868,77.674545,0,0.0,0,0.0,0.0,0,0.0,0,0,5
494,82,25-Oct-61,1,56.0,1,0,2,7,94.314049,204.19597,0.0,0.0,5.0,0,1.601537,3.5367273999999997,26.713635999999997,0,0,1,1,0,80.076851,8.5415306,6.406148,6.6730709,0.0,0,0,374.58301,21.62075,0,0.0,0,0.0,0.0,0,0.0,0,0,4
754,125,25-Oct-61,0,81.0,0,1,2,16,0.0,45.643803000000005,0.0,0.0,2.0,0,3.3365355,0.66730708,8.8084536,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,54.45225500000001,3.3365355,0,0.0,0,0.0,0.0,0,0.0,0,0,4
648,131,12-Nov-61,1,30.0,1,3,5,9,37.172832,232.22287000000003,32.030739000000004,16.015369,1.0,0,0.80076849,1.4680754999999999,40.999348,0,0,1,1,0,28.827665000000003,24.023054000000002,1.8684598000000001,0.30251253,0.0,0,0,320.6449,41.141705,0,0.0,0,0.0,0.0,0,0.0,0,1,1
939,171,06-Nov-61,1,20.0,1,2,3,8,4.1303144,210.28181,56.053794999999994,0.0,0.0,0,1.0943836999999998,2.1353827,37.395889000000004,0,0,0,0,0,0.0,0.0,1.0943836999999998,6.2571163,2.4023056,0,0,216.49412999999998,15.359183999999999,0,0.0,0,0.0,0.0,0,0.0,0,0,2
678,104,11-Nov-61,1,28.0,1,4,6,8,395.86432,223.41441,24.023054000000002,0.0,2.5,0,0.73403776,2.0019212,7.2069163,1,0,0,0,0,0.0,0.0,2.8026897999999996,4.1039386,1.3346142,1,0,664.12177,19.251808,0,0.0,0,0.0,0.0,0,0.0,0,1,0
179,9,03-Oct-61,1,27.0,1,3,5,9,224.43761,506.88647000000003,48.046108000000004,0.0,1.0,0,0.40038425,2.6291900000000004,13.853295000000001,0,1,0,1,0,102.49837,25.624592,5.605379599999999,2.8427281000000004,0.0,0,0,841.02936,28.867703999999996,0,0.0,0,0.0,0.0,1,0.0,0,0,3
1429,46,08-May-60,1,24.0,1,2,4,12,91.907303,74.471474,0.0,48.046108000000004,0.25,0,2.9361509999999997,0.80076849,44.714912,0,0,1,1,0,502.88263,101.05698000000001,2.2154592999999996,0.45154443,13.452910000000001,0,0,177.90985,155.69386,0,0.0,0,0.0,0.0,0,0.0,1,0,1
445,30,30-Nov-61,1,39.0,0,4,6,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1,5
918,15,15-Sep-61,1,43.0,1,2,4,8,103.25787,317.90509,124.91988,0.0,1.0,0,133.46141,28.347203999999998,36.675197999999995,0,1,0,1,0,44.843037,32.030739000000004,19.712252,3.4666602999999996,0.76073009,0,0,456.39676,168.9588,0,0.0,0,0.0,0.0,0,0.0,0,0,6
3,1,07-Sep-60,0,27.0,1,0,2,10,33.042515,244.5547,80.076851,0.0,0.0,0,0.73403776,2.5357667999999998,28.026896999999998,0,0,1,1,0,71.268394,20.819981,13.813255999999999,6.252667400000001,10.34326,0,0,320.35825,27.806684000000004,0,0.0,0,0.0,0.0,0,0.0,1,0,4
1113,137,26-Oct-61,1,31.0,1,3,5,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,0.0,0,0,5
1362,102,06-Dec-61,1,48.0,1,2,5,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4
827,169,08-Nov-61,1,30.0,1,6,8,8,0.0,179.37215,0.0,0.0,1.0,0,3.8169962999999996,0.66730708,13.452910000000001,1,0,0,1,0,100.89683000000001,35.233814,5.1249185,0.72958905,0.42707652,1,0,185.77829,39.780398999999996,0,0.0,0,0.0,0.0,1,0.0,0,1,4
617,41,17-Oct-61,1,29.0,1,5,7,9,53.694088,61.178715000000004,48.046108000000004,0.0,0.0,0,3.203074,1.7349985,60.538097,0,0,1,1,3,240.23055,203.92905,3.6034582000000004,0.70067245,13.346142,0,0,116.79465,207.83279,0,0.0,0,0.0,0.0,1,11.210759,0,0,3
1029,69,20-Oct-61,1,36.0,0,2,3,3,4.1303144,65.66301700000001,0.0,0.0,2.9000001,0,0.53384566,0.52049953,0.96092218,0,1,0,1,0,72.069168,18.417675,9.3422985,0.6361661,0.0,0,0,79.402557,19.587687,0,0.0,0,0.0,0.0,0,0.0,0,0,6
1240,80,01-Oct-61,1,25.0,1,4,6,10,693.96747,536.08246,27.226129999999998,0.0,0.0,0,1.3346142,1.601537,16.655985,0,1,0,1,1,432.41497999999996,118.51373999999998,35.233814,4.470957299999999,1.3346142,0,0,1351.3344,132.327,0,0.0,0,0.0,0.0,0,0.0,0,1,1
642,60,19-Sep-61,1,38.0,1,0,2,8,8.2606287,42.440731,0.0,0.0,1.5,0,0.6005764,0.0,6.2459941,0,1,0,0,0,0.0,0.0,2.6692283,0.2224357,0.0,0,0,57.908276,0.82301211,0,0.0,0,0.0,0.0,0,0.0,0,0,3
306,51,27-Oct-61,1,34.0,1,6,10,8,281.57883,323.51047,32.030739000000004,0.1601537,2.0,0,13.613064999999999,8.4748001,34.465076,1,0,0,0,0,0.0,0.0,2.0019212,3.6368233999999995,2.2021134,1,0,678.76001,36.948792,0,0.0,0,0.0,0.0,0,0.0,0,0,6
561,85,29-Oct-61,1,27.0,1,3,5,10,67.12541999999999,279.62836,0.0,96.09221600000001,0.5,0,4.9380727,3.3365355,62.780251,1,0,0,1,0,480.46109,336.32277999999997,1.8684598000000001,2.1042416,0.0,1,0,424.58847000000003,440.41824,0,0.0,0,0.0,0.0,1,64.06147800000001,0,0,1
622,132,03-Dec-61,1,19.0,1,2,4,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,1
1228,85,25-Oct-61,0,61.0,0,0,1,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4
1236,74,17-Oct-61,1,28.0,1,9,12,8,16.521257000000002,216.20748999999998,56.053794999999994,0.0,2.0,0,2.9094589,3.1229970000000002,13.132604,1,0,0,0,0,0.0,0.0,3.3365355,0.67842889,0.0,1,0,237.53336000000002,3.5878878,0,0.0,0,0.0,0.0,1,0.40038425,0,0,3
1250,266,15-Nov-61,1,47.0,1,3,4,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4
227,48,14-Nov-61,1,22.0,1,4,7,9,0.0,237.02747999999997,0.0,0.0,4.0,0,1.5348064,8.505496,21.652781,1,0,0,0,0,0.0,0.0,3.3365355,5.6165012999999995,0.0,1,0,350.7366,7.1513076,0,0.0,0,0.0,0.0,0,0.0,0,0,3
70,13,14-Nov-61,1,20.0,1,2,4,9,30.635769,82.479156,28.827665000000003,7.2069163,0.0,0,0.0,5.9924173,33.087753,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,113.59538,7.527223599999999,0,0.0,0,0.0,0.0,1,24.023054000000002,0,0,3
480,36,23-Sep-61,1,28.0,1,4,6,10,0.0,146.54063,0.0,0.0,0.0,0,0.0,1.3346142,10.089684,1,0,0,0,0,0.0,0.0,4.6711493,0.57610846,0.0,1,0,161.75523,0.57610846,0,0.0,0,0.0,0.0,0,0.0,0,0,0
756,109,18-Aug-60,1,25.0,1,2,4,9,0.0,135.65018,40.038425,0.0,0.0,0,0.93422991,1.2812296,15.935293,1,0,0,0,0,0.0,0.0,0.40038425,0.50048029,3.5233815,1,0,141.25555,1.4347103,0,0.0,0,0.0,0.0,0,0.0,1,0,5
4,1,25-Jul-60,1,26.0,1,2,4,10,0.0,104.90066999999999,1.601537,0.0,0.0,0,0.0,2.9361509999999997,59.417023,1,0,0,1,0,0.0,24.023054000000002,0.0,0.0,0.0,1,0,111.30682,24.023054000000002,0,0.0,0,0.0,0.0,0,0.0,1,0,2
1301,51,18-May-60,1,30.0,1,5,7,10,0.0,114.18959,48.046108000000004,0.0,0.0,0,1.7349985,0.30696124,16.976292,0,0,1,1,0,9.6092224,38.970734,0.0,1.4013448999999998,0.0,0,0,116.5919,42.107075,0,0.0,0,0.0,0.0,0,0.0,1,1,4
1376,131,06-Dec-61,1,29.0,0,4,4,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,8.0076847,8.0076847,0,0.0,0,1,4
488,37,29-Nov-61,1,27.0,1,2,4,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4
1243,21,15-Sep-61,1,40.0,1,1,3,5,363.50497,262.65207000000004,40.038425,3.203074,2.25,0,15.374754999999999,0.93422991,32.014725,0,1,0,0,0,0.0,0.0,9.4624138,2.2899756,3.203074,0,0,704.63232,30.156716999999997,0,0.0,1,3.203074,3.203074,0,0.0,0,1,6
83,17,14-Nov-61,1,37.0,1,6,9,4,76.069229,111.62713000000001,32.030739000000004,19.218445000000003,0.0,0,20.472982000000002,0.40038425,28.587435,0,0,0,0,0,0.0,0.0,4.2707653,0.71624285,0.80076849,0,0,211.71942,40.407669,0,0.0,0,0.0,0.0,0,0.0,0,0,3
886,186,12-Nov-61,0,35.0,0,0,1,8,0.0,72.069168,0.0,11.210759,0.5,0,2.6692283,0.40038425,10.249837,0,0,0,0,0,0.0,0.0,5.7655330000000005,1.227845,0.0,0,0,78.475319,15.107832,0,0.0,0,0.0,0.0,0,0.0,0,0,1
1297,236,06-Nov-61,0,30.0,0,1,2,10,22.375139,137.73218,0.0,0.0,0.0,0,1.601537,0.80076849,2.7226129,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,160.10732,2.2421517000000004,0,0.0,0,0.0,0.0,1,0.0,0,0,2
232,49,29-Nov-61,0,36.0,1,1,3,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4
229,46,10-Nov-61,1,58.0,0,0,2,1,199.29549,144.61879,8.0076847,0.0,1.5,0,0.0,5.605379599999999,39.718117,0,0,1,1,0,12.812296,9.982914,3.7369196000000002,0.31140998,2.9361509999999997,0,0,350.00012000000004,10.294324000000001,0,0.0,0,0.0,0.0,0,16.015369,0,0,6
576,34,17-Oct-61,1,45.0,1,6,8,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3
43,7,29-Nov-61,0,39.0,0,2,3,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4
563,54,26-Oct-61,1,34.0,1,3,5,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,5
1254,211,11-Dec-61,1,25.0,1,2,4,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,2
808,142,01-Nov-61,1,46.0,1,6,9,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4
750,68,19-Dec-61,1,29.0,1,3,5,12,0.0,559.73718,48.046108000000004,0.0,0.0,0,0.0,37.903042,72.389473,0,0,0,0,0,0.0,0.0,0.0,0.0,0.53384566,1,0,647.82172,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,3
765,63,07-Oct-61,1,35.0,1,5,7,7,73.662476,194.90706,16.015369,3.203074,0.0,0,0.40038425,5.204995200000001,19.186413,1,0,0,0,0,0.0,0.0,5.1249185,0.42707652,0.0,1,0,274.49523999999997,4.5109959,0,0.0,0,0.0,0.0,0,0.0,0,0,0
153,8,03-Sep-61,1,40.0,1,2,5,1,365.22855,172.96599999999998,64.06147800000001,8.0076847,1.0,0,0.65396094,0.61392248,8.3279924,0,1,0,0,0,0.0,0.0,7.740762200000001,0.64506352,104.09991,0,0,554.2099599999999,9.306709300000001,0,0.0,0,0.0,0.0,0,0.0,0,0,1
134,18,11-Nov-61,1,20.0,1,2,4,10,547.32263,240.87117,64.06147800000001,0.0,0.25,0,2.1353827,0.58723027,19.474689,0,1,0,0,0,0.0,0.0,15.748446,5.7722063,0.0,0,0,796.8421,12.7122,0,0.0,0,0.0,0.0,0,0.0,0,1,0
899,81,06-Oct-61,1,28.0,0,4,5,10,75.386055,127.48235,0.0,0.0,0.0,0,2.5357667999999998,1.8684598000000001,18.898135999999997,0,1,0,1,0,192.18443,97.159912,3.4166121,2.0197163000000002,9.3422985,0,0,236.18036,101.71539,0,0.0,0,0.0,0.0,0,0.0,0,0,6
233,8,13-Oct-61,1,48.0,1,3,7,9,139.06433,494.23430999999994,105.70143999999999,4.8046112,0.75,0,11.637836,1.7883828999999998,69.827011,0,1,0,0,0,0.0,0.0,10.676913,1.9574342,3.8703811000000004,0,0,699.76245,28.169258000000003,0,0.0,1,24.023054000000002,24.023054000000002,0,0.0,0,0,6
7,1,17-Oct-61,1,21.0,1,2,4,10,57.824402,191.38367,24.023054000000002,7.2069163,0.5,0,1.2011528,0.26692283,13.709157000000001,1,0,0,1,0,240.23055,22.421518,11.677875,1.6404633999999998,0.0,1,0,326.08185,33.751278000000006,0,0.0,0,0.0,0.0,0,0.0,0,0,3
155,4,01-Oct-61,1,25.0,1,3,3,10,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,1,1
959,146,25-Sep-61,1,28.0,1,2,4,10,41.303146000000005,464.76605,32.030739000000004,24.023054000000002,2.0,0,0.0,3.4699969,49.167187,0,0,0,0,0,0.0,0.0,0.0,0.0,6.806532400000001,0,0,595.75525,24.023054000000002,0,0.0,1,352.33813,352.33813,1,0.0,0,0,2
824,48,03-Nov-60,1,35.0,0,2,3,8,66.08503,101.53745,0.0,8.0076847,0.0,0,0.74738395,0.66730708,42.280578999999996,0,1,0,1,0,6.406148,2.6692283,24.690361,1.8907033,0.0,0,0,173.0677,13.315001,0,0.0,0,0.0,0.0,0,0.0,1,0,5
521,23,05-Sep-61,1,52.0,1,1,4,8,106.02181000000002,64.06147800000001,0.0,0.0,1.0,0,0.0,0.0,2.2421517000000004,0,1,0,0,0,0.0,0.0,0.0,0.0,16.015369,0,0,179.6925,5.7014718,0,0.0,0,0.0,0.0,0,0.0,0,0,3
243,11,08-Sep-61,1,28.0,1,2,4,14,61.954716000000005,3720.3704,48.046108000000004,0.0,0.0,0,0.46711496,10.009606,46.764881,0,1,0,1,0,480.46109,108.37066999999999,32.084126,13.630859,5.204995200000001,0,0,3782.3252,125.67171,0,0.0,0,0.0,0.0,1,0.0,0,0,6
191,26,20-Nov-61,1,32.0,1,6,8,8,4.1303144,248.23824,48.046108000000004,0.0,0.0,0,4.3241501,1.1611143,30.749509999999997,0,1,0,1,0,96.09221600000001,26.692284,3.5233815,2.5847027000000002,1.0009606,0,0,322.83617999999996,33.601135,0,0.0,0,0.0,0.0,1,0.0,0,0,2
35,6,11-Nov-61,1,32.0,1,0,2,1,37.172832,22.421518,0.0,0.0,0.0,0,0.0,1.9351906000000003,18.898135999999997,0,0,0,0,0,0.0,0.0,8.4080696,0.80076849,0.0,0,0,59.594353000000005,0.80076849,0,0.0,0,0.0,0.0,0,0.0,0,0,0
